id,bulk_id,spalen,date1,start_square,value,price,mean_sq,mean_fl,plan_s,plan_m,plan_l,vid_0,vid_1,vid_2,month,month_cnt,Класс объекта,Количество помещений,Огорожена территория,Площадь земельного участка,Входные группы,Детский сад,Школа,Поликлиника,ФОК,Спортивная площадка,Автомойка,Кладовые,Колясочные,Кондиционирование,Вентлияция,Лифт,Система мусоротведения,Видеонаблюдение,Подземная парковка,Двор без машин,Машиномест,Площадь пром. зоны в радиусе 500 м,Площадь зеленой зоны в радиусе 500 м,До Кремля,До ТТК(км),До Садового(км),До большой дороги на машине(км),До удобной авторазвязки на машине(км),До метро пешком(км),До промки(км),До парка(км),До парка пешком(км),Станций метро от кольца,Площадь двора,Курс,Cтавка по ипотеке,Вклады до 1 года,Вклады от 1 года до 3 лет,Вклады свыше 3 лет
10,FF3814A9-9F7D-E711-8530-00505688958B,0,2017-12-01,1667.70,198.10,167735.616438,22.85,10,57,16,0,0,55,18,12,36,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89
11,FF3814A9-9F7D-E711-8530-00505688958B,3,2017-12-01,8336.60,411.40,132329.52381,79.40,8,40,0,65,0,28,77,12,36,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,58.5738545,9.73,5.31,6.28,5.89
12,FF3814A9-9F7D-E711-8530-00505688958B,1,2018-01-01,9945.30,986.40,144998.473282,37.96,9,111,151,0,0,118,144,1,37,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05
13,FF3814A9-9F7D-E711-8530-00505688958B,2,2018-01-01,16073.60,1336.90,136632.733813,57.82,9,123,89,65,26,117,135,1,37,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05
14,FF3814A9-9F7D-E711-8530-00505688958B,0,2018-01-01,1422.20,146.90,167385.483871,22.94,11,46,16,0,0,46,16,1,37,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05
15,FF3814A9-9F7D-E711-8530-00505688958B,3,2018-01-01,7925.20,616.00,132593.0,79.25,8,39,0,61,0,27,73,1,37,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.4981,9.74,5.62,6.64,6.05
16,FF3814A9-9F7D-E711-8530-00505688958B,1,2018-02-01,9264.60,716.90,144734.016393,37.97,9,100,144,0,0,107,137,2,38,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16
17,FF3814A9-9F7D-E711-8530-00505688958B,2,2018-02-01,14908.50,1436.80,136729.844961,57.78,9,110,89,58,26,108,124,2,38,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16
18,FF3814A9-9F7D-E711-8530-00505688958B,0,2018-02-01,1322.70,186.70,167787.719298,23.21,10,41,16,0,0,42,15,2,38,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16
19,FF3814A9-9F7D-E711-8530-00505688958B,3,2018-02-01,7462.60,864.60,132855.319149,79.39,9,36,0,58,0,25,69,2,38,эконом,1983,нет,17,да,345,825,0,0,да,нет,да,да,1,1,1,контейнеры,0,да,да,1800,65357,25533,18.0,12.0,16.0,0.55,1.7,1.4,0.28,0.58,0.93,8,7640,56.8067053,9.78,5.48,6.2,6.16
20,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-08-01,6852.40,992.30,158492.105263,90.16,11,0,0,76,0,0,76,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82
21,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-08-01,4340.10,924.50,176049.333333,57.87,11,37,0,38,0,75,0,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82
22,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-08-01,2255.60,532.70,187111.47541,36.98,12,47,0,14,0,61,0,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.4229905,13.43,8.61,8.49,6.82
23,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-08-01,1116.90,93.40,171666.666667,46.54,13,0,0,24,0,0,24,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82
24,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-08-01,6077.90,599.00,164138.020833,63.31,13,24,0,72,72,0,24,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82
25,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-08-01,4490.20,655.40,151322.916667,93.55,13,0,0,48,24,0,24,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82
26,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-08-01,536.40,179.00,202708.333333,22.35,13,24,0,0,0,0,24,8,8,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.4229905,13.43,8.61,8.49,6.82
27,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-09-01,5767.60,914.60,160021.875,90.12,11,0,0,64,0,0,64,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69
28,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-09-01,3231.60,901.40,179718.181818,58.76,11,25,0,30,0,55,0,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69
29,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-09-01,1471.60,174.80,190520.512821,37.73,13,28,0,11,0,39,0,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,66.7828955,12.83,8.6,8.76,7.69
30,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-09-01,976.80,93.40,171714.285714,46.51,12,0,0,21,0,0,21,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69
31,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-09-01,5363.60,345.20,164461.309524,63.85,12,19,0,65,65,0,19,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69
32,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-09-01,3741.10,374.80,153825.0,93.53,12,0,0,40,23,0,17,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69
33,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-09-01,312.80,22.40,218357.142857,22.34,15,14,0,0,0,0,14,9,9,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,66.7828955,12.83,8.6,8.76,7.69
34,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-10-01,4672.80,260.80,160686.538462,89.86,10,0,0,52,0,0,52,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79
35,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-10-01,2283.80,484.50,179861.111111,63.44,11,9,0,27,0,36,0,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79
36,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-10-01,1365.70,230.60,192535.135135,36.91,13,29,0,8,0,37,0,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,63.245587,13.12,6.66,8.5,5.79
37,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-10-01,790.50,46.20,171676.470588,46.50,12,0,0,17,0,0,17,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79
38,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-10-01,5018.40,782.70,164560.897436,64.34,12,16,0,62,61,0,17,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79
39,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-10-01,3366.30,281.10,153875.0,93.51,11,0,0,36,22,0,14,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79
40,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-10-01,312.80,22.40,218642.857143,22.34,15,14,0,0,0,0,14,10,10,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,63.245587,13.12,6.66,8.5,5.79
41,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-11-01,4324.90,362.00,162368.75,90.10,9,0,0,48,0,0,48,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55
42,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-11-01,1753.40,253.00,180314.814815,64.94,10,5,0,22,0,27,0,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55
43,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-11-01,1122.70,230.00,194783.870968,36.22,14,26,0,5,0,31,0,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,65.0295632,12.86,7.36,8.26,6.55
44,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-11-01,698.10,0,174900.0,46.54,13,0,0,15,0,0,15,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55
45,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-11-01,4166.50,345.70,164218.253968,66.13,12,8,0,55,48,0,15,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55
46,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-11-01,3085.20,186.90,155742.424242,93.49,11,0,0,33,22,0,11,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55
47,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-11-01,268.20,22.20,218583.333333,22.35,16,12,0,0,0,0,12,11,11,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,65.0295632,12.86,7.36,8.26,6.55
48,43BF0132-CC0A-E511-8098-001EC9D56418,3,2015-12-01,4136.30,714.80,162960.869565,89.92,10,0,0,46,0,0,46,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45
49,43BF0132-CC0A-E511-8098-001EC9D56418,2,2015-12-01,1522.80,460.50,184020.833333,63.45,10,6,0,18,0,24,0,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45
50,43BF0132-CC0A-E511-8098-001EC9D56418,1,2015-12-01,986.30,195.40,196259.259259,36.53,14,22,0,5,0,27,0,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,69.7048478,12.19,8.52,8.73,8.45
51,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2015-12-01,791.00,92.40,174882.352941,46.53,12,0,0,17,0,0,17,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45
52,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2015-12-01,3775.00,0,163808.035714,67.41,12,4,0,52,43,0,13,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45
53,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2015-12-01,2804.60,93.70,155566.666667,93.49,10,0,0,30,21,0,9,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45
54,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2015-12-01,246.00,44.80,218545.454545,22.36,16,11,0,0,0,0,11,12,12,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,69.7048478,12.19,8.52,8.73,8.45
55,43BF0132-CC0A-E511-8098-001EC9D56418,3,2016-01-01,3421.50,261.30,167000.0,90.04,10,0,0,38,0,0,38,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35
56,43BF0132-CC0A-E511-8098-001EC9D56418,2,2016-01-01,1178.10,276.50,186305.555556,65.45,8,3,0,15,0,18,0,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35
57,43BF0132-CC0A-E511-8098-001EC9D56418,1,2016-01-01,709.70,184.10,200950.0,35.48,16,18,0,2,0,20,0,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.934425,12.91,8.3,8.94,8.35
58,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2016-01-01,745.30,92.90,179062.5,46.58,14,0,0,16,0,0,16,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35
59,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2016-01-01,3890.30,69.20,167797.413793,67.07,12,5,0,53,45,0,13,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35
60,7726CF5A-CC0A-E511-8098-001EC9D56418,3,2016-01-01,2804.60,186.40,159066.666667,93.49,11,0,0,30,22,0,8,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35
61,7726CF5A-CC0A-E511-8098-001EC9D56418,0,2016-01-01,223.40,22.20,223000.0,22.34,15,10,0,0,0,0,10,1,13,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.934425,12.91,8.3,8.94,8.35
62,43BF0132-CC0A-E511-8098-001EC9D56418,3,2016-02-01,3161.00,535.40,168685.714286,90.31,10,0,0,35,0,0,35,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.3284947,12.46,7.75,8.65,7.99
63,43BF0132-CC0A-E511-8098-001EC9D56418,2,2016-02-01,832.20,276.70,188884.615385,64.02,7,3,0,10,0,13,0,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.3284947,12.46,7.75,8.65,7.99
64,43BF0132-CC0A-E511-8098-001EC9D56418,1,2016-02-01,491.30,81.70,205642.857143,35.09,18,13,0,1,0,14,0,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,3772,160510,13.0,8.0,11.0,0.86,6.9,0.25,0.43,0.45,0.64,4,8587,77.3284947,12.46,7.75,8.65,7.99
65,7726CF5A-CC0A-E511-8098-001EC9D56418,1,2016-02-01,698.60,92.90,178900.0,46.57,13,0,0,15,0,0,15,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.3284947,12.46,7.75,8.65,7.99
66,7726CF5A-CC0A-E511-8098-001EC9D56418,2,2016-02-01,3751.90,345.60,167808.035714,67.00,12,5,0,51,44,0,12,2,14,комфорт,1094,нет,6.8,да,150,550,0,1,да,нет,да,да,1,1,1,контейнеры,1,да,да,871,4740,156205,13.0,8.0,11.0,0.69,7.0,0.35,0.45,0.4,0.54,4,8587,77.3284947,12.46,7.75,8.65,7.99
